class,a1,a2,a3,a4,a5,a6,a7,a8
0.0,0.0,0.16291682627548007,24.468137860855062,157.21573942953643,179.20733118024972,179.1761867603722,173.54612791441204,170.6359006335577
0.0,0.0,2.9477563425083253,24.6806328331282,157.89295200235892,176.5883104981081,176.74119356868766,179.09466483134645,178.20053440678936
0.0,0.0,0.5662124426785815,24.459124226000007,156.3895438074978,179.45499588849665,178.772729852686,173.29186306440874,170.28662130404575
0.0,0.0,2.7659050499469573,24.703113404725393,155.97393962414472,176.58933211980403,176.8078740269683,179.29062405604228,177.96456829306277
0.0,0.0,0.13226958389150253,24.492217617488016,153.74316927664208,179.28501330078777,179.1945415649442,173.11617602706426,170.04116315242567
0.0,0.0,2.3511634895527953,24.72917955722276,151.1601565936409,177.0408933587573,176.64513907771254,179.75911953030118,177.5160841843913
0.0,0.0,0.2173068777219971,24.50175559206996,152.59933941327725,179.8843866071455,178.52839400481875,172.55055064263385,169.35661140953982
0.0,0.0,1.8629492924794886,24.74680357847351,149.35180058686245,177.56376451340816,176.3326245124023,179.84569520493275,177.08293902636404
0.0,0.0,0.5199363733325997,24.495550845994796,153.95228887356217,179.55526956008296,178.88525045384011,173.05813247075562,169.91997710989313
0.0,0.0,2.302547786893252,24.73993221914229,152.8782618588821,177.0460050567471,176.755475944371,179.6587347972939,177.6755712002768
0.0,0.0,4.594695076158086,24.611679359923595,151.80627331455548,179.20485633777514,174.3603648607456,176.70856809277686,175.62574790101365
0.0,0.0,3.4504156293143344,24.721872125832085,152.2886739504491,177.55380809649589,176.61044964869706,179.80218602138822,177.63185918160744
0.0,0.0,1.8387015777445936,24.48037509298215,152.94036099604506,179.90624035684894,178.1033917464934,172.8110919184424,169.4195642400707
0.0,0.0,1.2701523360320273,24.938781560996144,141.29417142172667,177.25084246268082,178.23969054886274,179.23217508862132,177.92213118482957
0.0,0.0,0.14689035821125204,24.573105638547666,149.150780843741,178.66922548384133,179.94762809172474,172.651917165045,169.3447515893423
0.0,0.0,2.1657015429973265,24.827378596537738,147.04967415774917,177.8474418780173,177.3397541523672,179.42317777096028,177.94291252048083
0.0,0.0,2.5635428326705303,24.517216413640135,153.76129504425026,179.1255687053791,178.91559945214846,172.71352926092825,169.0541507014343
0.0,0.0,3.666122757631048,24.64295725270637,147.477754965666,179.19902241389138,175.04221828217072,176.47070761510813,175.43200236839988
0.0,118.40064469425047,1.327685741982149,58.927216332215345,179.83112435815596,178.48004663925013,177.10610020636005,176.73359601521415,175.1932582303231
0.0,0.0,1.8859853954699646,24.48729555585119,153.3212590783049,179.51956100559855,178.33445545258957,172.1638527353059,168.46921755822376
0.0,0.0,2.3670041207612247,24.485707490609496,154.8532406869933,179.625586510226,178.29600944435978,172.440715774187,168.82565982593525
0.0,0.0,4.640220885871634,24.74102527790579,152.67329916756677,177.4207696509952,176.6536544850516,179.30023240610106,177.89423355838528
0.0,0.0,2.738060645312277,24.475626897630917,154.18386213970055,179.53576232895108,178.22538256992212,172.09829051676348,168.54246825848304
0.0,0.0,4.305779762302281,24.77089950347141,151.68822211838153,177.20816162087706,176.78626314359263,179.58093613386043,177.51688931097075
0.0,0.0,5.716702081301569,24.62477234177449,153.1727518235238,179.3760476129455,174.34488395173472,176.02138616921158,175.0021312254595
0.0,0.0,4.807779719828927,24.768493348362487,152.67769106237853,176.72743798933408,177.5072136807074,179.25430644332081,178.20009539358088
0.0,0.0,2.6206653715437707,24.457890130122568,153.41545984074398,179.93523671560564,177.8260053950775,171.7954729320946,168.06075476287208
0.0,0.0,7.78947164841217,25.853442972047567,177.70129299965936,177.51207246249191,177.1096896775533,179.39800044666703,177.4843179525282
0.0,0.0,1.442175702146655,24.48193875536757,156.457802922077,179.10333802881172,177.6124769994221,172.50794777086992,168.84433592941076
0.0,0.0,9.138256995431409,26.42000782002817,175.6784505603106,176.95992194282857,177.7145813918963,178.61647444273123,178.48344098518837
0.0,0.0,0.06359976883839982,24.50169828907758,154.58974225532705,179.42912806099702,178.3518828246192,172.45520975060302,168.91550133403788
0.0,0.0,0.6628531946668731,24.513443020189925,154.3512867053489,179.49972049270465,178.3977151771778,172.35059955147076,168.8984281714605
0.0,0.0,9.341544686938887,26.015254378059772,177.85541177998317,177.6420297885679,176.99116744895917,179.2513946825989,177.71948689960595
0.0,0.0,0.6566207278617621,24.520672353222523,151.41481399840734,178.99331642230442,177.9050089076009,171.80837526790603,168.1328760481649
0.0,0.0,9.680380448054455,26.43317989462353,176.3485191196948,177.19518563696414,177.28522964846465,178.99090105245122,178.1223743707789
0.0,0.0,0.42789932043593415,24.51895819854763,155.53191096687632,179.3267605363911,178.10855589426876,172.4922366399169,169.01886517442125
0.0,118.76623755883287,10.816157845625531,58.8089758078416,174.4067528556804,176.8387604992321,177.06752121371503,178.54223904742014,178.36411623747978
0.0,0.0,12.373209641967048,26.325176185875467,172.44790961616977,176.65034413411058,176.65862863425087,178.19673714041127,178.20992653185772
0.0,119.47629988664079,5.506078296294395,58.53503192705833,165.359778758969,179.5030108802127,177.4894535893688,173.87558795779069,170.61657715320243
0.0,0.0,4.460909500572752,24.505976963231795,163.89572371644815,179.7785420929821,177.9425101917193,173.9760912262096,170.73129912006138
0.0,122.15970933216997,13.302200662113126,55.54616941020752,169.58730414101436,175.66096587760856,177.57437505734046,177.24691468481737,179.47646197459758
0.0,123.05868093489536,12.474450287934228,54.616946300057,168.32473275888435,175.86013084417854,177.38425575166247,177.13387193572177,179.5857005295798
0.0,120.19879624022468,5.88374804478057,57.841764832960486,166.2563457891551,179.53446312423358,177.3522445945955,174.2239373953329,170.89633288497927
0.0,123.3659097799434,11.597344335361793,54.30789554978666,168.04860830069927,175.10900660535373,178.23729958153663,176.74247984627334,179.6913989899681
