class,a1,a2,a3,a4,a5,a6,a7,a8
1.0,141.87932651057042,29.007115713003255,78.57466639426235,75.9104636966627,176.983624269824,159.65771323371038,169.2688757817963,163.50353446347316
1.0,144.84404125899832,6.154590412650553,57.76087356734083,107.440322938554,179.50426779657863,176.91499737697083,165.12889388692912,162.48089437099344
1.0,149.5417616886684,28.087598724542747,53.520489301722655,80.9679978537594,174.29198293906094,168.65363042400816,178.65885831767181,165.0743299954534
1.0,150.33943487813428,1.6986501733785764,54.7329692847188,81.00943549919906,179.62089778490719,176.61335470098655,165.60979636676086,162.00258247204522
1.0,147.52499890917582,3.2497019986518962,69.64522477482645,106.44092503048515,178.27369144639354,171.78761933934783,160.07046000413797,152.78653475466655
1.0,154.27018520099597,29.58809621307697,63.62433749426301,89.73321027803908,174.35975221899102,170.11498449483588,179.59386252895928,167.14624945728406
1.0,154.7266622739254,40.52311142374205,84.55504962176855,110.06939787047148,178.50314736189114,165.0958157689188,176.57544555880168,166.58570455871157
1.0,145.13212751798187,1.025249547375501,86.1856503064355,140.5283943551884,177.55570437441867,169.24107599368807,162.3071323929607,155.9704296700171
1.0,153.79291412192708,30.1584804420097,98.57145195039016,95.98704691759279,177.28411129751677,155.79013288154687,172.01642543910037,166.32436666408017
1.0,138.15534844612742,20.207436187897837,101.14039011509772,148.14116425033563,166.2476472265944,162.42323076448383,152.3559202134549,154.13584642797633
1.0,153.6158194021024,32.58437820471511,110.42906825512213,100.32365413091978,178.49714862209063,153.41045063646797,172.41251981917839,168.2223082476825
1.0,144.96580486656748,23.051046117284457,97.22278600023297,137.57330101112547,172.52850436989377,160.15565013191426,168.27459106839947,160.66558128257643
1.0,156.77176272063602,38.96570034823308,89.73689514946642,109.74281078778155,177.96127416678294,150.49897254038797,179.1910262412003,167.51775432809626
1.0,144.36521237115016,35.14002879884314,99.92936544600498,137.38141859920384,170.4334630417504,157.61312434958057,169.40976749174177,162.23096509690282
1.0,156.93426110751489,39.23174139648253,92.87665180676925,107.43948295360032,174.58694013982404,148.71889147983353,178.01422799371056,168.41350102196336
1.0,146.6493669126955,53.38088463262213,104.26859183462754,150.3618698362996,167.18024309894858,155.26723274110125,169.50815580506173,163.7951964912873
1.0,142.14384161048778,33.82837846780992,88.00250797774811,104.44466282365354,179.6078330190368,142.29194840011212,171.36030717671406,166.56071128896517
1.0,150.53754986926447,64.66322666237689,99.18488573505661,154.45442149462116,161.86672777937383,153.23219468762522,168.87725837057988,165.6244656949911
1.0,137.5079323174114,40.2791881700558,98.04393421878069,94.70995887700604,177.86642706241972,139.24962729385754,169.77574092043446,165.90669498865876
1.0,154.20928237082097,66.47200921218278,91.31856981584167,150.57382524004245,161.1381614142501,154.4301588968017,172.93232786643372,172.75551727176253
