class,a1,a2,a3,a4,a5,a6,a7,a8
1.0,144.80088710296567,31.01800318179675,97.07759081086783,140.62807784612065,171.55130043790132,172.3925839906121,169.69872425076986,169.07054500346948
1.0,140.47331152057956,21.78463788590657,137.07875289127662,146.998414627848,175.731834968923,178.09949855977254,147.48743417701417,30.884139389798687
1.0,148.70228360089385,25.269689742600125,84.68586850968765,102.8663170871979,174.94954996804842,172.91024643374195,175.59709170959246,172.42125630612307
1.0,138.36441934354772,17.288642227670163,146.89642382809248,165.9695497599381,172.10353091872477,179.44651744316556,152.21091191883698,178.07493488471613
1.0,133.46259675192383,19.81390715376919,105.62951830304712,108.2966198224508,173.75047130004123,174.75162421968432,171.27699175684512,174.81763606697217
1.0,140.55602032632262,19.019290813279248,157.60855219979805,164.92830856017486,169.9702358137478,179.11719195396816,155.68372470792943,174.04586799867505
1.0,144.50877033752482,18.44806986175472,101.62582061989076,94.39624863696895,171.75041248219475,170.80971134530017,172.40090810460813,173.46520488520096
1.0,140.91218861062535,20.784540501359718,166.33467202928534,163.63631520003486,170.8122109583991,178.95227272129364,162.16307733232173,176.63353847017788
1.0,142.29944649212646,14.695339012004641,98.99877877532685,103.20506042224886,171.26586535818652,170.9870424669766,166.9429363891444,169.87682476176838
1.0,152.26264987702606,20.743314823991984,168.13431023422305,161.93775328925122,172.08124458375747,176.5753738920373,166.92115049998645,174.96950768066804
1.0,148.17100677072207,13.060350283021059,111.60590219501671,120.27360854856506,172.40825595391996,167.5464218244246,171.1918841771113,169.07817084893406
1.0,161.78477199563747,22.316533346945658,166.11343895081055,160.61534921833956,170.32932765228793,174.68417673424847,172.77597810451311,177.13503931612806
1.0,151.90586155763452,12.230622479632602,124.81873980653646,146.77956082904112,177.23150473010807,170.86877309789458,177.65094245309686,173.37668656526057
1.0,170.14219780029532,21.841842105156665,155.58198430806993,160.24103312019145,171.61625488703052,169.93753458481507,178.92269618129612,179.47703922174844
1.0,149.44926667205084,8.135077778332723,140.42382882763653,173.1901091549288,173.88440045430121,167.3078513074333,172.32179750628876,174.12529807591417
1.0,175.24673873089577,21.709514037026363,154.3805402722854,157.48977953350504,169.20065711569833,175.14973065877217,171.29732428987455,169.12580557425366
1.0,158.94486432957495,13.855868431658394,148.73359504430255,150.54138191215907,174.16338268783903,167.32797611996867,177.31686222743772,174.40602400649385
1.0,154.21037412072718,17.611179966213868,148.92749143666256,165.67787240546252,167.33687051324532,178.66762626554572,155.01829907073386,168.44675358586517
1.0,169.34175879999162,17.46296207372647,154.02393344237404,143.8055097252989,177.0671198872665,167.007098612251,179.9659828978054,172.9794480131371
1.0,165.06898459428734,16.66011861698133,138.3449231330579,168.87765713045263,170.78720688711604,178.40057076065827,166.75451985462576,178.93920465967705
1.0,169.12813536405093,12.720511581429628,163.41910935169906,172.3448929492734,179.34396711536303,164.711708412717,171.32939044413357,167.36520926123552
1.0,161.92085013649398,10.428282429738852,133.06309981637455,178.16570789477774,173.68159903607824,177.86807291855786,174.44803673566923,178.83396015577728
1.0,177.38415050071382,15.108398178927272,165.19281851608804,150.91745216441169,178.22113676963644,164.50680581842897,173.34359419246232,168.99413587557282
1.0,155.5182992369206,8.365823804099207,104.48922009590922,176.45448738532076,173.87518627192844,178.066519610563,170.91335108910624,178.7802197928851
1.0,169.33680338285265,26.222137088637226,162.77465999323596,175.61940164467933,172.01572630637588,162.0535909078905,164.50338959992226,171.28068635880035
1.0,150.72220962318536,6.717214158816027,100.33323928365267,173.02071889630173,177.45450995164816,177.26050003956604,172.95890164688979,178.30853721991988
1.0,163.85017979689502,29.612813647032407,156.11510756959893,91.9036019836943,158.8503301820502,161.65407439357614,164.84359439365855,170.59237216202843
