class,a1,a2,a3,a4,a5,a6,a7,a8
0.0,121.21612261667536,16.669810322302034,175.32066297977457,163.35188765534457,173.36201908076373,177.24547435946516,175.8415907063571,176.2825558508994
0.0,119.74663025857797,16.07571317629414,178.3030999035355,162.44006658376372,172.60394423157027,177.26862672694202,174.6007727189619,174.70922152981478
0.0,120.12474356431336,16.29123626072207,176.257386626942,162.0929296929026,172.80247916489304,176.64122747904116,176.18890249010113,176.19922193714504
0.0,121.41024995649344,16.64483624704597,173.3098819934161,160.68159708409956,173.24593744654263,174.98560428921624,177.28139513546367,177.5021497268389
0.0,121.4507576185192,17.906002606482005,174.6867999073042,158.47449052759012,173.96839025398987,175.7907534646971,176.95650712428488,176.75842957625687
0.0,122.947175493118,16.938313595984205,174.36760861658124,162.9347903726053,175.2995916439625,177.06222663710162,177.26109724596483,176.70306317999933
0.0,123.85588310910416,16.62030726797605,172.20426407973008,164.03387015162332,178.01827924279644,177.14450265575294,177.9805027604143,177.34082627221062
0.0,124.85730024352574,16.409680469400094,172.52339373445307,165.34625699166455,179.48219391752363,176.30679132484724,178.20440930712113,177.73555832686748
0.0,127.81324720718648,17.15307735099602,174.65677479777028,163.0494315499085,178.82969986012455,176.9397782459665,175.8017319132087,176.36530837470016
0.0,128.4875586719168,15.837340822208205,171.92197093789773,163.45275429119613,179.23190605341867,179.81989405618495,175.8911985850016,173.88056707261578
0.0,131.03874549403795,16.24773625068487,169.20458726331742,165.17950195897828,178.54045461513266,179.8420694939955,175.8676497917171,174.82088547699743
0.0,130.85544632069644,14.47545978956327,170.1174086147067,167.70443175702857,179.59244425799542,178.99022545958923,178.6871910486792,177.4742373512793
0.0,130.19337671208385,17.417906784582396,172.697534453671,165.30713917258086,179.11624683882636,179.37120158694177,175.94386784100038,176.8064924790742
0.0,130.50935124454722,18.99069281151184,171.97866526016082,166.17049470860775,179.09054124690977,179.63050720265477,176.40926050780018,177.5192621872359
0.0,131.84419080781828,18.390250095838677,169.5024347625895,172.1412636453685,179.88731459509867,179.47633371161197,179.81767074458082,178.32364859207215
0.0,131.6951011000102,19.523522469732228,169.85068840194364,173.3739402231509,179.90982005298957,179.30087687383548,179.99016471626442,178.428037327309
0.0,131.16081746179128,21.145127338495776,171.2971755486758,173.52731605275198,179.3694122148286,179.21677959179723,179.61834236536976,177.95834740546314
0.0,130.8993553526202,21.593809700274157,173.16086169227012,172.4402953565465,177.4409322714273,179.27859133718968,177.5368966793019,176.17061949029497
0.0,129.40321117279876,21.712497555899738,174.43747967334235,171.8717839341776,177.99268048116306,179.89748524044757,177.78270400616424,176.38362690728638
0.0,127.15371738266094,21.20086667285462,175.95831843113945,170.4651829554729,176.99292117153593,179.06827888854124,177.13748004200417,176.13628811538405
0.0,124.80682684086602,20.026199360322288,177.0689480929207,168.76934210165612,173.73656756114116,179.10358615596405,175.4701401973433,174.86823000540326
0.0,123.28960411121564,18.535801700950287,174.6892313673146,167.37642516945152,174.03343223971444,179.28458566802007,176.08903903440623,175.59255571636504
0.0,124.4948357572042,16.55010449933166,167.62506712624094,165.8462289143707,179.5124988301556,172.97968522827986,176.78468639844996,178.67815267185148
0.0,125.15876293202194,14.41179105424762,164.19329268155786,164.03471163445053,178.239755713421,172.7433840543899,177.26076624972515,179.5055006672781
0.0,123.75945594065432,14.945697928474043,170.99625980283642,155.73581206084117,177.33059596024447,173.1228524113133,177.3148559955557,179.29818235577923
0.0,122.98018551993404,15.240753541848996,172.45493212821168,149.29459357134635,176.42227992469836,173.32768658074252,178.21572597150666,178.37465652513757
0.0,125.47850387525764,12.515008893435358,173.2803758618532,157.6396584305233,174.9845659769816,174.88956071431133,179.29527838844655,179.82257111518484
0.0,127.07640184067154,11.854484112232065,168.7121788294196,161.7882841417187,174.10722547116512,174.9993086680859,178.80764353429086,179.24677829494226
0.0,128.74189695421055,12.619212018495796,166.38034668305508,162.39889981948673,175.95129364662296,174.14971483330487,179.02261470133482,179.73582450240997
0.0,128.3995846337599,12.97831968711622,162.11141965824598,164.05257231607538,176.9448048851443,175.1782903561547,179.9938056772158,178.31611908231105
0.0,128.28450031024025,13.185508926379583,166.83048398364664,164.06406468541525,178.81208890095832,175.43168877729687,178.31659203510517,176.30431895030085
0.0,127.41983142973815,12.4575288490701,169.99670628560511,168.2806868758308,177.6598420671445,177.57391184325405,178.01937133901407,175.73877098342265
0.0,127.58606662395508,13.218070721423636,166.22202997490393,170.9850820124805,178.43496149963408,178.7711283449913,178.4136423343293,175.8810543841008
0.0,126.44144816296588,13.947498911530904,166.2246925431192,174.10396262319395,179.24102036589932,179.1811442881862,179.98817072596836,177.93827943001617
0.0,127.00249540384009,13.631233832721495,164.60330923719425,176.00529091337944,179.1530292115432,179.47896206939757,179.85506999783698,177.56546948110554
0.0,127.19865363413092,15.644564609602272,168.4011526262948,172.9920238663742,178.51317000270484,178.58612426244937,176.5217050152311,177.11118509283634
0.0,128.94931566004558,17.39567904981041,167.44013752455297,175.18698211917956,176.28251520280935,176.65339620230486,175.96114500581254,176.57313495222226
0.0,130.8411545249794,18.739626617733872,171.87647825184925,174.7071451949807,177.09921240465695,177.35254286520455,178.56238703328563,178.4153935336809
0.0,131.1130733352275,19.414099109955007,172.5486414997722,176.1073416614802,177.0309864768506,177.83513967212878,178.5150880530623,178.5330666025474
0.0,131.80236389365055,20.09277037905597,173.73443104021752,174.96155883637607,177.94660926207544,178.65054059375635,179.99949547288992,179.9437521252402
0.0,132.69080486392576,19.53784605604297,174.30431794418502,172.86435930933973,178.41094128423453,179.04073619639263,177.7460532931354,177.3444257950243
0.0,132.34623056999143,20.21412070178258,174.725554164669,170.12597124569032,178.36390805784652,179.09902153742547,176.51322574030075,175.7201138430517
0.0,131.34116591552703,20.668328602182388,172.05858054720974,168.69779182195913,179.73344120790708,179.42660526801035,176.63236317614317,175.89621469091676
0.0,129.33235427695416,17.96962450946344,169.98035042838796,172.6908160307941,176.89940463510763,178.1007476515379,176.34675625422855,174.06271655218416
0.0,127.13330629532403,19.913900296790164,177.82631095293974,169.01577511948497,177.331320035017,179.1807263077243,177.58683228420173,176.5314824758359
0.0,128.88438425913873,18.745506819325207,178.70332512638066,168.74774022391435,173.49230094016906,179.99110564153554,176.37824464345306,178.67210257591225
0.0,128.83992373287833,17.088178998890758,171.46007207580794,170.80209997491832,173.39226146482892,179.7028167923196,178.5521529582261,179.77074087034416
0.0,130.07505540528933,16.70863001867617,167.08360500922947,172.00448760085115,174.52344931257173,178.61911535912208,179.49308483163742,178.05562533189124
0.0,130.57609454532283,15.728666691111778,167.3049833962737,170.30858942046893,175.18918703423125,177.59786697715762,179.18492219665845,178.30177679675913
0.0,132.05324466920737,15.853436835513566,161.1106287496146,169.8498608893641,175.9950649010219,176.93581254251671,179.95124700775972,179.8169664283232
0.0,129.19297354894317,15.871473999607616,165.1327909548712,165.8167937641741,176.4060307015204,177.64746716187045,179.57202077357238,178.73612810074752
0.0,128.6422476487463,15.742734273620316,166.45077852502658,163.93954320317883,176.4197244399453,178.1087189001463,179.6172158010651,178.1553300416593
0.0,129.15455006665624,14.905216407054784,167.11647458229172,162.76743120777047,177.67305516480997,177.1128754779553,179.66979365784647,177.87042944651537
0.0,128.65529306391392,14.257462821064,169.7678006838503,165.35842651918168,177.79286148609924,175.40025776528634,179.7033504377126,179.75920517335103
0.0,128.1287828981903,14.268065118023436,170.96568933008223,168.5611473444404,177.38674214074936,175.68978366788497,179.34188519511093,179.00250699559066
0.0,128.77091103567625,13.610603929474957,171.06767029644763,171.46928798005158,177.07032016088846,175.09775074539584,178.57299428111537,178.03736736984547
0.0,130.8909641930375,13.548024440935263,171.6289082239564,172.71687511891557,177.53002229066112,174.32754852896164,179.38380068993737,178.45188612601004
0.0,131.54635637855498,12.877178618801468,171.7818235397097,174.0692835347143,177.76016512394474,175.075233417694,179.96444085382927,179.36562332160997
0.0,132.21618375224162,12.396600768943262,171.4284357754566,174.85968738082917,178.22255360936848,174.89394991917905,179.81956016599693,179.53910672084075
0.0,132.7589886802747,12.342327732186892,170.785013306586,173.7790388456366,178.40407952080338,173.9165821399103,179.79774547172855,178.61165935670877
0.0,132.5875985498553,12.355219174989916,169.773418732045,175.01909126037094,178.0243322509183,174.24694690450545,179.1981378313844,177.82488385527134
0.0,132.66383389941043,12.213227919650253,168.5380364374929,174.06762788743268,178.360967329112,172.9374938406024,179.44551172791935,177.7070691712363
0.0,130.79278830320476,11.904657748656303,168.26160941426213,174.10685821041525,177.1873812931764,173.66678075621192,178.94880323102882,177.0571400099701
0.0,131.9436613750178,12.077535542715244,164.25437397404204,172.665352464611,178.7813996309044,173.54137507617548,178.89718131046058,176.9895945270519
