class,a1,v1,a2,v2,a3,v3,a4,v4,a5,v5,a6,v6,a7,v7,a8,v8
1.0,162.76107471752704,0.9791555404663086,98.8312203159261,0.9921761155128479,82.43984229436606,0.9850230813026428,147.11470649403975,0.9883971214294434,178.74592435394277,0.9922590255737305,159.88811885073932,0.9949967265129089,177.28971170756813,0.9630648493766785,176.2878332781474,0.9733908772468567
1.0,145.10142695548666,0.9845418930053711,118.89338348965894,0.9949782490730286,94.01937399211174,0.9947469830513,149.5298543028834,0.991023063659668,176.64940300542796,0.998386561870575,152.86063001444873,0.9982746243476868,167.09816558395954,0.9930820465087891,177.32608491528185,0.9930221438407898
1.0,155.67587171809478,0.9696010947227478,29.761932285312344,0.9951961040496826,146.82883274876036,0.962092399597168,110.48839951135096,0.9927261471748352,174.80182348915244,0.9937679171562195,155.4810846951784,0.9976458549499512,112.86018622008709,0.9863137602806091,150.33561827633454,0.9934194684028625
1.0,176.362265994707,0.9091034531593323,31.857212700858593,0.9954834580421448,101.7989644562254,0.9572955965995789,106.02740816973824,0.994091808795929,179.84807382897796,0.9924750328063965,152.1015483307126,0.9976192116737366,119.61985311216925,0.9930240511894226,152.8903290993581,0.9964847564697266
1.0,157.54760850122472,0.680596649646759,27.48782600880249,0.9966641068458557,91.8374531549875,0.9526594281196594,108.5856407047992,0.9947053790092468,175.90648215613854,0.9929258227348328,153.3385854981681,0.9981651306152344,134.0497264228752,0.9954714775085449,166.4590193848627,0.997626543045044
1.0,138.42746479874558,0.6673503518104553,22.536716230398785,0.9967719912528992,84.55716655423637,0.9262825846672058,109.55781712446773,0.9945356845855713,179.95444089267696,0.9908506274223328,149.7766773140231,0.9981880187988281,145.98003065219652,0.9935058951377869,156.78852784936907,0.9970863461494446
1.0,130.83706746913845,0.6398570537567139,15.29030966672248,0.9962822794914246,87.53645635611358,0.8727063536643982,113.31921982669422,0.9928648471832275,168.17278804947182,0.9882376790046692,139.3824948565411,0.9980840682983398,144.21777682210413,0.9927619099617004,128.21753516133526,0.9972894191741943
1.0,127.65374064518207,0.6968977451324463,7.797185898258067,0.9948928952217102,90.87964809977416,0.94227534532547,122.2545973702172,0.9919324517250061,157.5379508322858,0.9919600486755371,140.4081776346367,0.9971607327461243,136.46430866516468,0.9915816783905029,113.93651167833345,0.9953106045722961
1.0,148.50670548060782,0.5840030312538147,2.4468249048650326,0.995973527431488,132.73168965613465,0.6984400153160095,142.74829460114904,0.9847984313964844,153.80572703421657,0.9878177046775818,155.3890327238896,0.9980740547180176,132.1275289079837,0.9785317778587341,116.88970722874991,0.9935283660888672
1.0,142.6426773236476,0.6119524240493774,9.791793703678708,0.99306720495224,119.76293154917039,0.7568579316139221,165.01752279744665,0.9749792218208313,158.32085867289953,0.9904322624206543,172.06803998380178,0.9976596236228943,156.0173560693404,0.9878471493721008,141.4330131494843,0.994825541973114
